AIRPORT,Year,Rank,DomesticINBOUND,DomesticOUTBOUND,DomesticTOTAL,internationalINBOUND,internationalOUTBOUND,internationalTOTAL,totalINBOUND,totalOUTBOUND,totalTOTAL
TOTAL AUSTRALIA,1985,,425190,425137,850327,21063,20828,41891,446253,445965,892218
TOTAL AUSTRALIA,1986,,427697,427697,855394,24150,24068,48218,451847,451765,903612
TOTAL AUSTRALIA,1987,,429860,429860,859720,26795,26669,53464,456655,456529,913184
TOTAL AUSTRALIA,1988,,450392,450392,900784,30215,29919,60134,480607,480311,960918
TOTAL AUSTRALIA,1989,,386229,386229,772458,33784,33221,67005,420013,419450,839463
TOTAL AUSTRALIA,1990,,415175,415175,830350,36401,35956,72357,451576,451131,902707
TOTAL AUSTRALIA,1991,,469821,469821,939642,37088,36930,74018,506909,506751,1013660
TOTAL AUSTRALIA,1992,,508792,508792,1017584,40560,40430,80990,549352,549222,1098574
TOTAL AUSTRALIA,1993,,527512,527512,1055024,43677,43491,87168,571189,571003,1142192
TOTAL AUSTRALIA,1994,,550023,550022,1100045,44127,43829,87956,594150,593851,1188001
TOTAL AUSTRALIA,1995,,570942,570942,1141884,47721,47246,94967,618663,618188,1236851
TOTAL AUSTRALIA,1996,,588790,588791,1177581,51423,50900,102323,640213,639691,1279904
TOTAL AUSTRALIA,1997,,581723,581723,1163446,52919,52283,105202,634642,634006,1268648
TOTAL AUSTRALIA,1998,,584513,584513,1169026,53347,52791,106138,637860,637304,1275164
TOTAL AUSTRALIA,1999,,587612,587612,1175224,52822,52332,105154,640434,639944,1280378
TOTAL AUSTRALIA,2000,,605780,605780,1211560,56196,55658,111854,661976,661438,1323414
TOTAL AUSTRALIA,2001,,563927,563927,1127854,55081,54631,109712,619008,618558,1237566
TOTAL AUSTRALIA,2002,,478711,478711,957422,52748,52537,105285,531459,531248,1062707
TOTAL AUSTRALIA,2003,,478087,478087,956174,54353,54211,108564,532440,532298,1064738
TOTAL AUSTRALIA,2004,,523678,523678,1047356,63977,63989,127966,587655,587667,1175322
TOTAL AUSTRALIA,2005,,541591,541591,1083182,67194,67129,134323,608785,608720,1217505
TOTAL AUSTRALIA,2006,,538902,538902,1077804,65812,65738,131550,604714,604640,1209354
TOTAL AUSTRALIA,2007,,545378,545378,1090756,67344,67186,134530,612722,612564,1225286
TOTAL AUSTRALIA,2008,,568360,568360,1136720,71732,71610,143342,640092,639970,1280062
TOTAL AUSTRALIA,2009,,555150,555150,1110300,74811,74456,149267,629961,629606,1259567
TOTAL AUSTRALIA,2010,,599372,599372,1198744,78991,78773,157764,678363,678145,1356508
TOTAL AUSTRALIA,2011,,605036,605036,1210072,81855,81693,163548,686891,686729,1373620
TOTAL AUSTRALIA,2012,,631139,631139,1262278,83645,83453,167098,714784,714592,1429376
TOTAL AUSTRALIA,2013,,641720,641720,1283440,88067,87872,175939,729787,729592,1459379
TOTAL AUSTRALIA,2014,,632819,632819,1265638,90868,90727,181595,723687,723546,1447233
TOTAL AUSTRALIA,2015,,634010,634010,1268020,89957,89815,179772,723967,723825,1447792
TOTAL AUSTRALIA,2016,,638379,638379,1276758,96816,96791,193607,735195,735170,1470365
ADELAIDE,1985,4,23526,23498,47024,443,443,886,23969,23941,47910
ADELAIDE,1986,3,26266,26330,52596,834,837,1671,27100,27167,54267
ADELAIDE,1987,4,23042,22929,45971,817,819,1636,23859,23748,47607
ADELAIDE,1988,4,23631,23619,47250,814,813,1627,24445,24432,48877
ADELAIDE,1989,4,21611,21726,43337,985,980,1965,22596,22706,45302
ADELAIDE,1990,4,21588,21650,43238,1103,1101,2204,22691,22751,45442
ADELAIDE,1991,4,25791,25734,51525,1152,1159,2311,26943,26893,53836
ADELAIDE,1992,4,27621,27592,55213,1187,1185,2372,28808,28777,57585
ADELAIDE,1993,4,28223,28148,56371,1133,1134,2267,29356,29282,58638
ADELAIDE,1994,4,29483,29472,58955,1146,1146,2292,30629,30618,61247
ADELAIDE,1995,4,31700,31637,63337,1067,1068,2135,32767,32705,65472
ADELAIDE,1996,4,32932,32898,65830,1087,1080,2167,34019,33978,67997
ADELAIDE,1997,4,34339,34316,68655,1021,1013,2034,35360,35329,70689
ADELAIDE,1998,4,35724,35668,71392,1018,1025,2043,36742,36693,73435
ADELAIDE,1999,4,35087,35105,70192,983,968,1951,36070,36073,72143
ADELAIDE,2000,4,34669,34669,69338,947,974,1921,35616,35643,71259
ADELAIDE,2001,4,35128,35068,70196,879,937,1816,36007,36005,72012
ADELAIDE,2002,4,32300,32243,64543,820,883,1703,33120,33126,66246
ADELAIDE,2003,4,31712,31723,63435,888,885,1773,32600,32608,65208
ADELAIDE,2004,4,33617,33687,67304,995,995,1990,34612,34682,69294
ADELAIDE,2005,4,34149,34203,68352,1169,1170,2339,35318,35373,70691
ADELAIDE,2006,4,34273,34271,68544,1423,1422,2845,35696,35693,71389
ADELAIDE,2007,4,35670,35722,71392,1526,1522,3048,37196,37244,74440
ADELAIDE,2008,4,35755,35682,71437,1662,1662,3324,37417,37344,74761
ADELAIDE,2009,5,34719,34765,69484,1761,1760,3521,36480,36525,73005
ADELAIDE,2010,5,37062,37023,74085,1643,1642,3285,38705,38665,77370
ADELAIDE,2011,5,35038,34993,70031,1728,1727,3455,36766,36720,73486
ADELAIDE,2012,5,34994,34964,69958,2020,2026,4046,37014,36990,74004
ADELAIDE,2013,5,35541,35520,71061,2353,2357,4710,37894,37877,75771
ADELAIDE,2014,5,36359,36369,72728,2668,2680,5348,39027,39049,78076
ADELAIDE,2015,5,37064,37050,74114,2147,2145,4292,39211,39195,78406
ADELAIDE,2016,5,37201,37177,74378,2322,2336,4658,39523,39513,79036
ALBANY,1985,-,596,596,1192,0,0,0,596,596,1192
ALBANY,1986,-,624,624,1248,0,0,0,624,624,1248
ALBANY,1987,-,631,630,1261,0,0,0,631,630,1261
ALBANY,1988,-,623,623,1246,0,0,0,623,623,1246
ALBANY,1989,-,621,621,1242,0,0,0,621,621,1242
ALBANY,1990,-,592,592,1184,0,0,0,592,592,1184
ALBANY,1991,-,613,615,1228,0,0,0,613,615,1228
ALBANY,1992,-,614,614,1228,0,0,0,614,614,1228
ALBANY,1993,-,616,616,1232,0,0,0,616,616,1232
ALBANY,1994,-,642,640,1282,0,0,0,642,640,1282
ALBANY,1995,-,636,638,1274,0,0,0,636,638,1274
ALBANY,1996,-,632,633,1265,0,0,0,632,633,1265
ALBANY,1997,-,618,616,1234,0,0,0,618,616,1234
ALBANY,1998,-,614,616,1230,0,0,0,614,616,1230
ALBANY,1999,-,658,658,1316,0,0,0,658,658,1316
ALBANY,2000,-,778,778,1556,0,0,0,778,778,1556
ALBANY,2001,-,679,679,1358,0,0,0,679,679,1358
ALBANY,2002,-,677,676,1353,0,0,0,677,676,1353
ALBANY,2003,-,670,670,1340,0,0,0,670,670,1340
ALBANY,2004,-,686,686,1372,0,0,0,686,686,1372
ALBANY,2005,-,739,738,1477,0,0,0,739,738,1477
ALBANY,2006,-,802,807,1609,0,0,0,802,807,1609
ALBANY,2007,-,862,861,1723,0,0,0,862,861,1723
ALBANY,2008,-,939,937,1876,0,0,0,939,937,1876
ALBANY,2009,-,871,871,1742,0,0,0,871,871,1742
ALBANY,2010,-,894,894,1788,0,0,0,894,894,1788
ALBANY,2011,-,952,951,1903,0,0,0,952,951,1903
ALBANY,2012,-,1000,999,1999,0,0,0,1000,999,1999
ALBANY,2013,-,996,995,1991,0,0,0,996,995,1991
ALBANY,2014,-,990,992,1982,0,0,0,990,992,1982
ALBANY,2015,-,765,764,1529,0,0,0,765,764,1529
ALBANY,2016,-,1110,1112,2222,0,0,0,1110,1112,2222
ALBURY,1985,12,5499,5495,10994,0,0,0,5499,5495,10994
ALBURY,1986,13,5919,5899,11818,0,0,0,5919,5899,11818
ALBURY,1987,13,5849,5839,11688,0,0,0,5849,5839,11688
ALBURY,1988,15,5058,5052,10110,0,0,0,5058,5052,10110
ALBURY,1989,16,3956,3940,7896,0,0,0,3956,3940,7896
ALBURY,1990,23,3882,3820,7702,0,0,0,3882,3820,7702
ALBURY,1991,22,4198,4253,8451,0,0,0,4198,4253,8451
ALBURY,1992,21,4366,4305,8671,0,0,0,4366,4305,8671
ALBURY,1993,16,5487,5518,11005,0,0,0,5487,5518,11005
ALBURY,1994,14,6282,6281,12563,0,0,0,6282,6281,12563
ALBURY,1995,13,6505,6488,12993,0,0,0,6505,6488,12993
ALBURY,1996,14,6101,6103,12204,0,0,0,6101,6103,12204
ALBURY,1997,16,5780,5791,11571,0,0,0,5780,5791,11571
ALBURY,1998,17,5685,5695,11380,0,0,0,5685,5695,11380
ALBURY,1999,14,5759,5764,11523,0,0,0,5759,5764,11523
ALBURY,2000,16,6094,6096,12190,0,0,0,6094,6096,12190
ALBURY,2001,16,5299,5300,10599,0,0,0,5299,5300,10599
ALBURY,2002,20,3582,3570,7152,0,0,0,3582,3570,7152
ALBURY,2003,14,4072,4069,8141,0,0,0,4072,4069,8141
ALBURY,2004,16,4276,4284,8560,0,0,0,4276,4284,8560
ALBURY,2005,17,4288,4286,8574,0,0,0,4288,4286,8574
ALBURY,2006,17,4398,4396,8794,0,0,0,4398,4396,8794
ALBURY,2007,17,4475,4470,8945,0,0,0,4475,4470,8945
ALBURY,2008,16,4943,4944,9887,0,0,0,4943,4944,9887
ALBURY,2009,16,4658,4674,9332,0,0,0,4658,4674,9332
ALBURY,2010,16,4647,4653,9300,0,0,0,4647,4653,9300
ALBURY,2011,16,4615,4622,9237,0,0,0,4615,4622,9237
ALBURY,2012,18,4221,4249,8470,0,0,0,4221,4249,8470
ALBURY,2013,18,4087,4126,8213,0,0,0,4087,4126,8213
ALBURY,2014,18,3971,3968,7939,0,0,0,3971,3968,7939
ALBURY,2015,18,3798,3797,7595,0,0,0,3798,3797,7595
ALBURY,2016,16,4018,3981,7999,0,0,0,4018,3981,7999
ALICE SPRINGS,1985,23,3502,3472,6974,0,0,0,3502,3472,6974
ALICE SPRINGS,1986,23,4100,4097,8197,0,0,0,4100,4097,8197
ALICE SPRINGS,1987,18,5043,5063,10106,0,0,0,5043,5063,10106
ALICE SPRINGS,1988,16,4840,4819,9659,0,0,0,4840,4819,9659
ALICE SPRINGS,1989,19,3353,3356,6709,0,0,0,3353,3356,6709
ALICE SPRINGS,1990,14,4548,4544,9092,0,0,0,4548,4544,9092
ALICE SPRINGS,1991,14,5057,5056,10113,0,0,0,5057,5056,10113
ALICE SPRINGS,1992,13,5322,5325,10647,0,0,0,5322,5325,10647
ALICE SPRINGS,1993,14,6048,6033,12081,0,0,0,6048,6033,12081
ALICE SPRINGS,1994,12,6687,6688,13375,0,0,0,6687,6688,13375
ALICE SPRINGS,1995,12,6815,6813,13628,0,0,0,6815,6813,13628
ALICE SPRINGS,1996,12,6504,6504,13008,0,0,0,6504,6504,13008
ALICE SPRINGS,1997,13,6632,6628,13260,0,0,0,6632,6628,13260
ALICE SPRINGS,1998,12,6504,6505,13009,0,0,0,6504,6505,13009
ALICE SPRINGS,1999,12,6291,6296,12587,0,0,0,6291,6296,12587
ALICE SPRINGS,2000,17,5966,5963,11929,0,0,0,5966,5963,11929
ALICE SPRINGS,2001,17,5018,5035,10053,0,0,0,5018,5035,10053
ALICE SPRINGS,2002,19,3688,3682,7370,0,0,0,3688,3682,7370
ALICE SPRINGS,2003,15,3940,3942,7882,0,0,0,3940,3942,7882
ALICE SPRINGS,2004,18,3767,3769,7536,0,0,0,3767,3769,7536
ALICE SPRINGS,2005,22,3628,3627,7255,0,0,0,3628,3627,7255
ALICE SPRINGS,2006,22,3372,3363,6735,0,0,0,3372,3363,6735
ALICE SPRINGS,2007,23,3073,3077,6150,0,0,0,3073,3077,6150
ALICE SPRINGS,2008,22,3312,3311,6623,0,0,0,3312,3311,6623
ALICE SPRINGS,2009,19,3326,3322,6648,0,0,0,3326,3322,6648
ALICE SPRINGS,2010,21,3434,3430,6864,0,0,0,3434,3430,6864
ALICE SPRINGS,2011,22,3334,3336,6670,0,0,0,3334,3336,6670
ALICE SPRINGS,2012,23,3218,3241,6459,0,0,0,3218,3241,6459
ALICE SPRINGS,2013,23,3459,3500,6959,0,0,0,3459,3500,6959
ALICE SPRINGS,2014,23,3362,3408,6770,0,0,0,3362,3408,6770
ALICE SPRINGS,2015,23,3381,3427,6808,0,0,0,3381,3427,6808
ALICE SPRINGS,2016,20,3588,3635,7223,0,0,0,3588,3635,7223
ARMIDALE,1985,29,2680,2686,5366,0,0,0,2680,2686,5366
ARMIDALE,1986,29,2843,2845,5688,0,0,0,2843,2845,5688
ARMIDALE,1987,26,2967,2966,5933,0,0,0,2967,2966,5933
ARMIDALE,1988,-,2493,2493,4986,0,0,0,2493,2493,4986
ARMIDALE,1989,-,2097,2094,4191,0,0,0,2097,2094,4191
ARMIDALE,1990,-,2182,2172,4354,0,0,0,2182,2172,4354
ARMIDALE,1991,34,2877,2913,5790,0,0,0,2877,2913,5790
ARMIDALE,1992,-,2452,2480,4932,0,0,0,2452,2480,4932
ARMIDALE,1993,25,4057,4057,8114,0,0,0,4057,4057,8114
ARMIDALE,1994,31,3296,3301,6597,0,0,0,3296,3301,6597
ARMIDALE,1995,31,3314,3321,6635,0,0,0,3314,3321,6635
ARMIDALE,1996,32,3366,3372,6738,0,0,0,3366,3372,6738
ARMIDALE,1997,32,3100,3089,6189,0,0,0,3100,3089,6189
ARMIDALE,1998,35,3210,3224,6434,0,0,0,3210,3224,6434
ARMIDALE,1999,31,3402,3417,6819,0,0,0,3402,3417,6819
ARMIDALE,2000,29,3561,3576,7137,0,0,0,3561,3576,7137
ARMIDALE,2001,25,3554,3592,7146,0,0,0,3554,3592,7146
ARMIDALE,2002,31,2578,2622,5200,0,0,0,2578,2622,5200
ARMIDALE,2003,-,1727,1750,3477,0,0,0,1727,1750,3477
ARMIDALE,2004,-,2174,2170,4344,0,0,0,2174,2170,4344
ARMIDALE,2005,27,2918,2916,5834,0,0,0,2918,2916,5834
ARMIDALE,2006,-,2146,2146,4292,0,0,0,2146,2146,4292
ARMIDALE,2007,-,1493,1486,2979,0,0,0,1493,1486,2979
ARMIDALE,2008,-,1425,1424,2849,0,0,0,1425,1424,2849
ARMIDALE,2009,-,1250,1250,2500,0,0,0,1250,1250,2500
ARMIDALE,2010,-,1506,1499,3005,0,0,0,1506,1499,3005
ARMIDALE,2011,-,1644,1638,3282,0,0,0,1644,1638,3282
ARMIDALE,2012,-,1678,1671,3349,0,0,0,1678,1671,3349
ARMIDALE,2013,-,1571,1569,3140,0,0,0,1571,1569,3140
ARMIDALE,2014,-,2270,2272,4542,0,0,0,2270,2272,4542
ARMIDALE,2015,-,2452,2430,4882,0,0,0,2452,2430,4882
ARMIDALE,2016,-,2332,2321,4653,0,0,0,2332,2321,4653
AYERS ROCK,1985,-,1095,1091,2186,0,0,0,1095,1091,2186
AYERS ROCK,1986,-,1300,1301,2601,0,0,0,1300,1301,2601
AYERS ROCK,1987,-,1620,1618,3238,0,0,0,1620,1618,3238
AYERS ROCK,1988,-,1540,1557,3097,0,0,0,1540,1557,3097
AYERS ROCK,1989,-,828,834,1662,0,0,0,828,834,1662
AYERS ROCK,1990,-,1289,1293,2582,0,0,0,1289,1293,2582
AYERS ROCK,1991,-,1236,1244,2480,0,0,0,1236,1244,2480
AYERS ROCK,1992,-,1361,1358,2719,0,0,0,1361,1358,2719
AYERS ROCK,1993,-,2096,2118,4214,0,0,0,2096,2118,4214
AYERS ROCK,1994,36,2714,2714,5428,0,0,0,2714,2714,5428
AYERS ROCK,1995,32,3131,3127,6258,0,0,0,3131,3127,6258
AYERS ROCK,1996,27,3835,3835,7670,0,0,0,3835,3835,7670
AYERS ROCK,1997,22,4148,4143,8291,0,0,0,4148,4143,8291
AYERS ROCK,1998,25,3718,3716,7434,0,0,0,3718,3716,7434
AYERS ROCK,1999,27,3910,3909,7819,0,0,0,3910,3909,7819
AYERS ROCK,2000,26,3790,3794,7584,0,0,0,3790,3794,7584
AYERS ROCK,2001,27,3194,3178,6372,0,0,0,3194,3178,6372
AYERS ROCK,2002,-,2158,2157,4315,0,0,0,2158,2157,4315
AYERS ROCK,2003,-,2024,2020,4044,0,0,0,2024,2020,4044
AYERS ROCK,2004,-,2151,2146,4297,0,0,0,2151,2146,4297
AYERS ROCK,2005,-,2173,2172,4345,0,0,0,2173,2172,4345
AYERS ROCK,2006,-,2282,2285,4567,0,0,0,2282,2285,4567
AYERS ROCK,2007,-,2152,2153,4305,0,0,0,2152,2153,4305
AYERS ROCK,2008,-,2097,2097,4194,0,0,0,2097,2097,4194
AYERS ROCK,2009,-,1803,1807,3610,0,0,0,1803,1807,3610
AYERS ROCK,2010,-,1853,1855,3708,0,0,0,1853,1855,3708
AYERS ROCK,2011,-,2018,2018,4036,0,0,0,2018,2018,4036
AYERS ROCK,2012,-,1845,1842,3687,0,0,0,1845,1842,3687
AYERS ROCK,2013,-,1369,1368,2737,0,0,0,1369,1368,2737
AYERS ROCK,2014,-,1483,1483,2966,0,0,0,1483,1483,2966
AYERS ROCK,2015,-,1633,1630,3263,0,0,0,1633,1630,3263
AYERS ROCK,2016,-,1653,1651,3304,0,0,0,1653,1651,3304
BALLINA,1985,-,0,0,0,0,0,0,0,0,0
BALLINA,1986,-,12,12,24,0,0,0,12,12,24
BALLINA,1987,-,1032,1032,2064,0,0,0,1032,1032,2064
BALLINA,1988,-,2020,2020,4040,0,0,0,2020,2020,4040
BALLINA,1989,29,2666,2665,5331,0,0,0,2666,2665,5331
BALLINA,1990,34,2538,2538,5076,0,0,0,2538,2538,5076
BALLINA,1991,26,3667,3627,7294,0,0,0,3667,3627,7294
BALLINA,1992,-,1854,1835,3689,0,0,0,1854,1835,3689
BALLINA,1993,-,850,846,1696,0,0,0,850,846,1696
BALLINA,1994,-,900,901,1801,0,0,0,900,901,1801
BALLINA,1995,-,1199,1197,2396,0,0,0,1199,1197,2396
BALLINA,1996,-,1175,1174,2349,0,0,0,1175,1174,2349
BALLINA,1997,-,1302,1300,2602,0,0,0,1302,1300,2602
BALLINA,1998,-,1331,1328,2659,0,0,0,1331,1328,2659
BALLINA,1999,-,1643,1643,3286,0,0,0,1643,1643,3286
BALLINA,2000,37,2636,2633,5269,0,0,0,2636,2633,5269
BALLINA,2001,33,2577,2581,5158,0,0,0,2577,2581,5158
BALLINA,2002,25,3028,3016,6044,0,0,0,3028,3016,6044
BALLINA,2003,26,2769,2814,5583,0,0,0,2769,2814,5583
BALLINA,2004,-,2222,2273,4495,0,0,0,2222,2273,4495
BALLINA,2005,-,2285,2289,4574,0,0,0,2285,2289,4574
BALLINA,2006,-,2196,2204,4400,0,0,0,2196,2204,4400
BALLINA,2007,-,2160,2164,4324,0,0,0,2160,2164,4324
BALLINA,2008,-,2048,2045,4093,0,0,0,2048,2045,4093
BALLINA,2009,-,1953,1959,3912,0,0,0,1953,1959,3912
BALLINA,2010,-,1861,1859,3720,0,0,0,1861,1859,3720
BALLINA,2011,-,1886,1874,3760,0,0,0,1886,1874,3760
BALLINA,2012,-,2141,2097,4238,0,0,0,2141,2097,4238
BALLINA,2013,-,2290,2245,4535,0,0,0,2290,2245,4535
BALLINA,2014,-,2193,2185,4378,0,0,0,2193,2185,4378
BALLINA,2015,-,2111,2106,4217,0,0,0,2111,2106,4217
BALLINA,2016,-,1932,1929,3861,0,0,0,1932,1929,3861
BAMAGA,1985,-,206,204,410,0,0,0,206,204,410
BAMAGA,1986,-,254,259,513,0,0,0,254,259,513
BAMAGA,1987,-,319,346,665,0,0,0,319,346,665
BAMAGA,1988,-,648,797,1445,0,0,0,648,797,1445
BAMAGA,1989,-,699,866,1565,0,0,0,699,866,1565
BAMAGA,1990,-,362,374,736,0,0,0,362,374,736
BAMAGA,1991,-,1103,1109,2212,0,0,0,1103,1109,2212
BAMAGA,1992,-,1549,1369,2918,0,0,0,1549,1369,2918
BAMAGA,1993,-,952,984,1936,0,0,0,952,984,1936
BAMAGA,1994,-,784,780,1564,0,0,0,784,780,1564
BAMAGA,1995,-,752,742,1494,0,0,0,752,742,1494
BAMAGA,1996,-,602,602,1204,0,0,0,602,602,1204
BAMAGA,1997,-,481,481,962,0,0,0,481,481,962
BAMAGA,1998,-,509,512,1021,0,0,0,509,512,1021
BAMAGA,1999,-,776,776,1552,0,0,0,776,776,1552
BAMAGA,2000,-,426,429,855,0,0,0,426,429,855
BAMAGA,2001,-,156,155,311,0,0,0,156,155,311
BAMAGA,2002,-,0,0,0,0,0,0,0,0,0
BAMAGA,2003,-,0,0,0,0,0,0,0,0,0
BAMAGA,2004,-,0,0,0,0,0,0,0,0,0
BAMAGA,2005,-,0,0,0,0,0,0,0,0,0
BAMAGA,2006,-,0,0,0,0,0,0,0,0,0
BAMAGA,2007,-,0,0,0,0,0,0,0,0,0
BAMAGA,2008,-,297,299,596,0,0,0,297,299,596
BAMAGA,2009,-,362,361,723,0,0,0,362,361,723
BAMAGA,2010,-,406,404,810,0,0,0,406,404,810
BAMAGA,2011,-,313,309,622,0,0,0,313,309,622
BAMAGA,2012,-,308,306,614,0,0,0,308,306,614
BAMAGA,2013,-,258,257,515,0,0,0,258,257,515
BAMAGA,2014,-,257,259,516,0,0,0,257,259,516
BAMAGA,2015,-,442,442,884,0,0,0,442,442,884
BAMAGA,2016,-,513,513,1026,0,0,0,513,513,1026
BATHURST,1985,-,794,794,1588,0,0,0,794,794,1588
BATHURST,1986,-,842,842,1684,0,0,0,842,842,1684
BATHURST,1987,-,850,850,1700,0,0,0,850,850,1700
BATHURST,1988,-,905,905,1810,0,0,0,905,905,1810
BATHURST,1989,-,617,636,1253,0,0,0,617,636,1253
BATHURST,1990,-,689,711,1400,0,0,0,689,711,1400
BATHURST,1991,-,788,794,1582,0,0,0,788,794,1582
BATHURST,1992,-,1697,1690,3387,0,0,0,1697,1690,3387
BATHURST,1993,-,1823,1879,3702,0,0,0,1823,1879,3702
BATHURST,1994,-,1784,1785,3569,0,0,0,1784,1785,3569
BATHURST,1995,-,1514,1508,3022,0,0,0,1514,1508,3022
BATHURST,1996,-,1647,1644,3291,0,0,0,1647,1644,3291
BATHURST,1997,-,1599,1613,3212,0,0,0,1599,1613,3212
BATHURST,1998,-,1563,1600,3163,0,0,0,1563,1600,3163
BATHURST,1999,-,1626,1630,3256,0,0,0,1626,1630,3256
BATHURST,2000,-,1491,1493,2984,0,0,0,1491,1493,2984
BATHURST,2001,-,1404,1401,2805,0,0,0,1404,1401,2805
BATHURST,2002,-,1802,1794,3596,0,0,0,1802,1794,3596
BATHURST,2003,-,1688,1686,3374,0,0,0,1688,1686,3374
BATHURST,2004,-,1152,1154,2306,0,0,0,1152,1154,2306
BATHURST,2005,-,1071,1071,2142,0,0,0,1071,1071,2142
BATHURST,2006,-,1049,1050,2099,0,0,0,1049,1050,2099
BATHURST,2007,-,934,939,1873,0,0,0,934,939,1873
BATHURST,2008,-,922,922,1844,0,0,0,922,922,1844
BATHURST,2009,-,956,957,1913,0,0,0,956,957,1913
BATHURST,2010,-,1030,1037,2067,0,0,0,1030,1037,2067
BATHURST,2011,-,932,944,1876,0,0,0,932,944,1876
BATHURST,2012,-,894,971,1865,0,0,0,894,971,1865
BATHURST,2013,-,874,902,1776,0,0,0,874,902,1776
BATHURST,2014,-,966,967,1933,0,0,0,966,967,1933
BATHURST,2015,-,876,878,1754,0,0,0,876,878,1754
BATHURST,2016,-,949,948,1897,0,0,0,949,948,1897
BATHURST ISLAND,1985,-,1303,1295,2598,0,0,0,1303,1295,2598
BATHURST ISLAND,1986,-,1413,1360,2773,0,0,0,1413,1360,2773
BATHURST ISLAND,1987,-,1453,1444,2897,0,0,0,1453,1444,2897
BATHURST ISLAND,1988,-,1485,1469,2954,0,0,0,1485,1469,2954
BATHURST ISLAND,1989,-,368,369,737,0,0,0,368,369,737
BATHURST ISLAND,1990,-,0,0,0,0,0,0,0,0,0
BATHURST ISLAND,1991,-,198,198,396,0,0,0,198,198,396
BATHURST ISLAND,1992,-,1709,1711,3420,0,0,0,1709,1711,3420
BATHURST ISLAND,1993,-,1669,1669,3338,0,0,0,1669,1669,3338
BATHURST ISLAND,1994,-,1498,1495,2993,0,0,0,1498,1495,2993
BATHURST ISLAND,1995,-,1522,1522,3044,0,0,0,1522,1522,3044
BATHURST ISLAND,1996,-,1570,1570,3140,0,0,0,1570,1570,3140
BATHURST ISLAND,1997,-,1565,1565,3130,0,0,0,1565,1565,3130
BATHURST ISLAND,1998,-,1200,1200,2400,0,0,0,1200,1200,2400
BATHURST ISLAND,1999,-,1154,1154,2308,0,0,0,1154,1154,2308
BATHURST ISLAND,2000,-,675,676,1351,0,0,0,675,676,1351
BATHURST ISLAND,2001,-,314,312,626,0,0,0,314,312,626
BATHURST ISLAND,2002,-,1089,1090,2179,0,0,0,1089,1090,2179
BATHURST ISLAND,2003,-,1056,1056,2112,0,0,0,1056,1056,2112
BATHURST ISLAND,2004,-,8,8,16,0,0,0,8,8,16
BATHURST ISLAND,2005,-,0,0,0,0,0,0,0,0,0
BATHURST ISLAND,2006,-,0,0,0,0,0,0,0,0,0
BATHURST ISLAND,2007,-,0,0,0,0,0,0,0,0,0
BATHURST ISLAND,2008,-,199,199,398,0,0,0,199,199,398
BATHURST ISLAND,2009,-,1405,1401,2806,0,0,0,1405,1401,2806
BATHURST ISLAND,2010,-,1243,1244,2487,0,0,0,1243,1244,2487
BATHURST ISLAND,2011,-,1280,1248,2528,0,0,0,1280,1248,2528
BATHURST ISLAND,2012,-,1192,1184,2376,0,0,0,1192,1184,2376
BATHURST ISLAND,2013,-,1142,1134,2276,0,0,0,1142,1134,2276
BATHURST ISLAND,2014,-,1179,1182,2361,0,0,0,1179,1182,2361
BATHURST ISLAND,2015,-,1121,1122,2243,0,0,0,1121,1122,2243
BATHURST ISLAND,2016,-,1361,1362,2723,0,0,0,1361,1362,2723
BILOELA,1985,-,870,865,1735,0,0,0,870,865,1735
BILOELA,1986,-,882,885,1767,0,0,0,882,885,1767
BILOELA,1987,-,982,937,1919,0,0,0,982,937,1919
BILOELA,1988,-,1754,1781,3535,0,0,0,1754,1781,3535
BILOELA,1989,-,1809,1856,3665,0,0,0,1809,1856,3665
BILOELA,1990,-,1217,1223,2440,0,0,0,1217,1223,2440
BILOELA,1991,-,677,677,1354,0,0,0,677,677,1354
BILOELA,1992,-,1102,1102,2204,0,0,0,1102,1102,2204
BILOELA,1993,-,597,595,1192,0,0,0,597,595,1192
BILOELA,1994,-,581,584,1165,0,0,0,581,584,1165
BILOELA,1995,-,611,610,1221,0,0,0,611,610,1221
BILOELA,1996,-,632,635,1267,0,0,0,632,635,1267
BILOELA,1997,-,597,597,1194,0,0,0,597,597,1194
BILOELA,1998,-,598,599,1197,0,0,0,598,599,1197
BILOELA,1999,-,606,604,1210,0,0,0,606,604,1210
BILOELA,2000,-,582,581,1163,0,0,0,582,581,1163
BILOELA,2001,-,502,505,1007,0,0,0,502,505,1007
BILOELA,2002,-,537,535,1072,0,0,0,537,535,1072
BILOELA,2003,-,536,536,1072,0,0,0,536,536,1072
BILOELA,2004,-,539,539,1078,0,0,0,539,539,1078
BILOELA,2005,-,527,521,1048,0,0,0,527,521,1048
BILOELA,2006,-,560,553,1113,0,0,0,560,553,1113
BILOELA,2007,-,710,710,1420,0,0,0,710,710,1420
BILOELA,2008,-,809,814,1623,0,0,0,809,814,1623
BILOELA,2009,-,703,703,1406,0,0,0,703,703,1406
BILOELA,2010,-,628,627,1255,0,0,0,628,627,1255
BILOELA,2011,-,440,440,880,0,0,0,440,440,880
BILOELA,2012,-,430,429,859,0,0,0,430,429,859
BILOELA,2013,-,451,450,901,0,0,0,451,450,901
BILOELA,2014,-,452,452,904,0,0,0,452,452,904
BILOELA,2015,-,335,334,669,0,0,0,335,334,669
